title,main_body,link
江西省科协《决策咨询专报》获省领导批示,近日，江西省政协主席姚增科，江西省委常委、省委秘书长赵力平对江西省科协主办并报送的2020年第3期《决策咨询专报》“抓住机遇加快江西优质中药材发展的建议”分别作出批示。江西省科协委托资助省林科院森林药材与食品研究所课题组，在深入调研分析防治新冠肺炎对赣产药材的需求与趋势基础上，形成了“抓住机遇加快江西优质中药材发展的建议”决策咨询专报，提出要积极防控疫情，把握政策，关注行业动态；要分析市场，加强市场分析，提升“做好药”认识，从供给侧需求选择品种生产好药，引导加强产业链衔接，适应新业态；利用江西具有较好中药制药企业和樟树药材市场等优势，通过政府扶持政策，推动从中药材生产到饮片加工生产规范化规模化，再到制药生产、产品销售以及拓展健康服务全产业链发展，做出中医药发展“江西模式”;要有序复工，做好春季药材生产管理等建议。,http://www.cast.org.cn/art/2020/3/18/art_80_116634.html
江西省委领导对省科协《决策咨询专报》作出批示,近日，江西省委常委、省委秘书长赵力平对江西省科协主办并报送的2020年第1期《决策咨询专报》“协同推进我省深贫地区脱贫攻坚与乡村振兴战略实施的对策建议”作出批示。 江西省科协组织、资助江西农业大学课题组，在深入深贫地区调研、开展学术研讨的基础上，提出了以“乡村振兴”为统领，协调推进深贫区脱贫攻坚;以产权制度改革为重点，激发村级集体经济活力;以发展扶贫产业为抓手，让扶贫成果惠及贫困群众;以“扶智强志”为动力，增强群众脱贫内生动力; 以高质量发展为目标，完善脱贫致富长效机制;以全程绩效管理为依托，探索创设“政策实验区”;以加强基层党建为保障，全面优化乡村综合治理等对策建议并形成专报，报送省领导和有关部门参考。,http://www.cast.org.cn/art/2020/3/17/art_80_116714.html
浙江省科学技术普及条例进入立法议程,日前，浙江省人大常委会办公厅正式印发《浙江省人大常委会2020年立法计划实施方案》（以下简称《方案》），《浙江省科学技术普及条例》被列入2020年省人大立法调研项目，并明确了省人大有关专门（工作）委员会、省有关部门负责人和联系人。这标志着浙江省科普立法正式进入立法议程。2018年以来，由浙江省科协牵头，组成课题组，正式启动开展浙江省科普立法调研工作。2019年5月省科协专门成立了科普立法调研起草工作领导小组、专家咨询组和起草工作组，由包括浙江大学、中国科普研究所、中国科学技术大学、浙江立法研究院专家、学者在内的法律、科技和科普三方面人员组成。课题组和起草工作组先后赴杭州、宁波、湖州、嘉兴、衢州、丽水等地，就科普立法工作现状、制定浙江省科普条例的必要性和可行性、需要解决的主要问题等进行调研，围绕浙江科普立法中的重点难点问题，开展六个方面的专题研究，并与广东省科协进行座谈交流。经过近两年的调研起草、广泛征求意见、修改论证，数易其稿，形成了《浙江省科学技术普及条例（草案建议稿）》和立法可行性报告，为浙江省科普立法奠定了基础。2019年5月17日，课题组和起草工作组专程赴中国科普研究所就《浙江省科学技术普及条例（草案建议稿）》进行咨询。浙江省人大法制委、省人大教科文卫委、省司法厅、省科技厅等部门十分重视科普立法工作，多次听取科普立法汇报，并将其列入省人大常委会“十三五”立法目录。浙江省委常委、组织部长黄建发在专题听取群团防疫工作汇报时强调，要以此为契机加快科普立法推进力度，让科学走进千家万户，全面提高浙江省公民的科学素养。浙江省科协根据《方案》要求，计划组织工作专班，加强与省人大专门（工作）委员会、省有关职能部门沟通，做精做细做实调研、论证和起草、修改等工作，推进浙江省科普条例早日出台。,http://www.cast.org.cn/art/2020/3/16/art_80_116397.html
“科技传播助力企业发展”网上路演行动—信息技术专场举办,“科技传播助力企业发展”网上路演行动—信息技术专场举办,http://www.cast.org.cn/art/2020/3/16/art_80_116393.html
福建省科协凝聚科技力量助力抗疫复工,新冠肺炎疫情发生以来，福建省科协积极发挥群团组织优势，广泛团结动员全省科技工作者各尽所长、迎难而上，为打赢疫情防控阻击战和复工复产提供科技支撑。动员科技人才，投身抗疫一线福建省科协向全省广大科技工作者发出抗击疫情倡议，省医学会、省护理学会、省药学会等多个涉医学会组织40余位专家参与组建省级疫情防控分析研判专家组，大量学会专家骨干、医务人员驰援湖北。福建省科协常委、福建医科大学附属第一医院院长康德智率领福建省对口支援湖北宜昌的前方指挥部和首批医疗队出征宜昌，参与一线救治工作。同时，省科协广泛组织动员科协系统党员干部职工，组建抗疫支援小分队赴福建省莆田市城厢区灵川镇，进村入企协助基层和企业抗击疫情、恢复正常生产生活秩序。加强科技攻关，解决抗疫难题中国科学院院士、中国工程科技发展战略福建研究院学术委员会委员洪茂椿组织研制基于稀土纳米探针的新型冠状病毒IgM/IgG抗体即时检测试剂盒，具有快速、便捷、安全等优点。福建省晋江市医院院士专家工作站通过远程会诊平台，邀请合作院士、国家卫健委高级别专家组成员、传染病诊治国家重点实验室主任李兰娟，进行疫情专题解读，并在线解答疑难问题。厦门环创科技与中国工程院院士陈勇共建的“环保先进装备制造”院士专家工作站，紧急启动医疗废弃物清洁热处置设备的研发与制造工作，助力解决湖北防疫一线医疗垃圾处理难题。福建正扬科技股份有限公司与两院院士李德仁共建的院士专家工作站，迅速组织科研人员日夜攻关，研制出一款红外人体感应检测语音警示仪，并捐赠给疫情防控一线，提高防控效率。厦门亿力吉奥信息科技有限公司与国家卫星定位系统工程技术研究中心主任刘经南院士共建的院士专家工作站，迅速研发出疫情专题图，提供疫情动态精准自查、全国防疫发展趋势动态演变、预防及就医指引等服务，让社会公众做到“疫情有数，防控有术”。,http://www.cast.org.cn/art/2020/3/13/art_80_116262.html
河南省政协领导调研省科技馆新馆项目复工复产和疫情防控工作,3月6日，河南省政协副主席高体健一行赴河南省科技馆新馆建设工地，就河南省科技馆新馆项目复工情况和更好发挥科协在打赢新冠肺炎疫情防控阻击战的作用进行调研。全国政协委员、河南省政协副秘书长张广东，省政协常委、教科卫体委员会主任杨丽萍，省政协委员、教科卫体委员会副主任李新中，全国政协委员、农工党省委专职副主委花亚伟，省政协常委、河南中医药大学第一附属医院副院长李素云，省政协常委、省人民医院脑血管病医院副院长马建军等一同调研。河南省科协党组书记、主席曹奎，副巡视员杨金河等参加调研。1.jpg高体健一行先后参观科技馆新馆项目智慧工地展厅，观看新馆建筑模型，听取项目参建单位关于新馆项目建设情况、BIM先进技术应用介绍，到实地查看现场施工情况，并召开座谈会，听取河南省科协、参建单位关于疫情防控、复工复产等汇报。高体健在讲话中说，河南省政协十分关注省科技馆新馆建设，新馆工地的疫情防控、复工复产情况、建设进度都令人鼓舞。下一步要进一步抓好质量安全和健康安全，高标准设计，高质量施工，把新馆建设成为一流工程、地标工程、样板工程。希望新馆展陈内容建设丰富健康科普内容，建设生命健康馆，使之成为对公众进行健康教育的重要阵地。高体健强调，河南省科协要贯彻落实习近平总书记关于新冠肺炎疫情防控一系列重要讲话、指示精神，做好应急科普工作。要推进科技创新与科学普及的有效衔接，科技创新每前进一步，科学普及都要及时跟上。要打造智能科普，利用信息技术手段，丰富科普形式和内容。要组织权威科学家做科普，用科学稳人心、强信心。要针对领导干部及公务员、医护人员、社区居民等不同对象，分层分类、精准推送，提高科普的有效性。曹奎汇报了河南省科协统筹推进新冠肺炎疫情防控和服务经济社会发展工作情况。参与调研的政协委员对进一步做好疫情防控、丰富科技馆新馆的展陈内容等提出建设性意见。,http://www.cast.org.cn/art/2020/3/12/art_80_116448.html
山东省科协：基层“三长”抗疫一线显力量,新冠肺炎疫情发生以来，山东省科协广泛动员全省科技工作者各尽所长、迎难而上，为坚决打赢疫情防控人民战争提供坚强科技支撑。在科协基层组织兼挂职的全省1396名基层医院院长、学校校长、农技站站长等科技战线上的“关键人物”，面对突如其来这场重大疫情，积极响应中国科协和山东省科协号召，主动担当，在落实防控责任、投身防控实践、普及防控知识等方面打头阵、当先锋，构架起一面面基层防控疫情的“科技盾牌”。 “疫”来吹响冲锋号 山东省科协把“三长”作为发挥科技界优势的“关键部署”，及时印发《关于在疫情防控工作中充分发挥基层科协“三长”作用的通知》，积极引导“三长”担负起落实部署，宣传政策，开展医疗、科研、科普等疫情防控的重要使命。 郓城县郭屯镇科协委员、县第四人民医院党支部书记魏登芹带领医院25名在职党员纷纷写下行动书，重温入党誓词，义无反顾投身疫情防控一线。莒南县大店镇科协主席李国梁用行动感召同为医生的女儿，生动演绎了“上阵父女兵 携手战恶疫”的佳话。曾参与2003年非典防控工作的青岛西海岸新区王台镇科协副主席王德克，号召全院党员冲锋在前、身先士卒，119名医护人员主动请缨，纷纷提交请战书。 担起卫生防疫重任 扶危渡厄，医者担当。“三长”中的医院院长站在了抗击疫情的前线。 日照市岚山区岚山头街道兼职科协副主席、社区卫生服务中心主任陈祥胜带队组成由11名业务骨干组成的密切接触者医学隔离观察工作小组，带头参与基本医疗、健康宣教、心理疏导等工作。滕州市东沙河镇科协副主席、镇卫生院副院长邱四侠连续十几天战斗在一线，精准摸排出疫情防控的流程和工作方法。临沂市兰山区方城镇科协副主席、方城中心卫生院院长张伟带领全体医务工作者紧盯防控一线，科学防控、精准调度，确保筑牢疫情防控第一道防线。淄博市博山区域城镇科协副主席、区中医院副院长孙静忍着脚跟骨折的病痛，带领全体员工加班加点，做好预检分诊、发热门诊、社会随访等各项工作。济南市历下区科协主席、党支部书记李长征，组织辖区医疗、卫生战线党员志愿者落实联防联控措施，主动站第一岗、冲第一线，轮流值守，果断处置情况，辖区保持防疫秩序井然。 回应社会公众关切 基层“三长”充分发挥科技工作者在防控疫情方面的权威性和公信力，立足专业优势和平台，深入开展疫情防控科普，帮助群众正确认识疫情、冷静应对疫情、科学防控疫情。 临清市科协兼职副主席、市第二职高副校长王瑞森发挥科技创新教育实践基地的力量，发动科技辅导员利用网上课,http://www.cast.org.cn/art/2020/3/12/art_80_116061.html
吉林省科协关于科技企业复工复产的建议获省政府主要领导批示,3月9日，吉林省委副书记、省长景俊海对吉林省科协报送的《关于对吉林省科技企业复工复产情况调查及建议的报告》作出批示。为推动建立与疫情防控相适应的经济社会运行秩序，助力吉林省科技企业有序复工复产，吉林省科协组织邀请吉林省委决策咨询委员会专家，以网络调查方式开展科技企业复工复产情况调研，形成《关于吉林省科技企业复工复产情况调查及建议》的报告。报告分析了疫情对企业发展带来的影响，研判了企业发展态势，对有效推进科技企业化危为机、复工复产提出建议。新冠肺炎疫情发生后，吉林省科协充分发挥组织人才优势和吉林省级试点智库作用，积极站位、主动作为，形成多篇咨询建议，服务吉林省委省政府科学决策，为打赢疫情防控阻击战、稳定经济社会运行秩序作出积极贡献。,http://www.cast.org.cn/art/2020/3/10/art_80_116170.html
吉林省科协发挥自身优势积极助力复工复产,日前，吉林省委省政府明确要求在抓好新冠肺炎疫情防控同时，全力做好服务经济社会发展。吉林省科协迅速发出“响应令”，发挥“一体两翼”组织优势和科技工作者专业优势，积极助力复工复产，服务吉林高质量发展。协同联动，科学指导企业复工复产吉林省科协及时制定印发《关于坚持需求牵引、助力科学防疫和有序复工复产的通知》，统筹推进吉林全省科协系统助力科学防疫和有序复工复产工作。编印《吉林省复工复产企业新冠肺炎科学防控指南（科学普及版）》，从公共区域管理、监测员工健康、生产运输防控、员工个人防护以及异常情况处置等方面指导企业疫情科学防控。录制企业复工复产“防疫小讲堂”H5及音频18期，及时在《吉林科普微窗》线上平台推送，为企业复工复产提供科学指导。广泛发动吉林省科技企业利用中国科协创新资源共享平台（绿平台）寻求合作，助力企业抵御疫情影响。吉林省老科协会长、中国工程院院士李玉主持制定《食用菌企业新型冠状病毒肺炎复工指南》，指导梵天菌业、江南生物、华腾生物、裕华等企业复工复产。吉林省园艺学会组建专家服务团，帮助松原市民乐村蔬菜生产合作社落实“物联网远程控制系统”安装调试，推动企业尽快复工。吉林省心理学会、吉林省健康管理学会组建心理咨询专家团队，设立网上心理咨询专线和电话咨询热线，加强对企业员工心理疏导，消除对疫情恐慌，助力企业复工复产。线上平台，助力农业生产不误农时吉林省是农业大省，抓好疫情期间农业生产对吉林省经济社会发展意义重大。吉林省科协开展“吉林省科协大讲堂—知农云课堂”线上培训，开通专家服务热线，指导疫情期间农民科学生产；依托吉林省农业科学院推出“乡村振兴科技支撑行动”网络课堂13期，为种养大户、家庭农场、专业合作社及广大农户提供技术指导，线上观看量近10万次。吉林省特产学会组织人参病害发生规律及防治方法、非林地人参土壤改良及施肥等技术讲座，指导人参种植户科学生产。基层科协结合各自实际，以网上课堂直播、技术视频发布、网络培训教学等形式推进复工复产。蛟河市科协推出农业技术网络教学，借助官方公众号、手机微信等线上平台培训果农2000多人。永吉县科协在永吉电视台推出农业科技培训专栏，讲授农民急需农业技术知识。伊通县科协邀请中国农业大学专家团线上授课，助力农民准时投入备耕生产。,http://www.cast.org.cn/art/2020/3/10/art_80_115772.html
天津市领导对科协系统疫情防控工作情况作出批示,近日，天津市委市政府领导同志在市科协报送的《市科协系统疫情防控工作情况汇报》上批示，对天津市科协主动作为，在科普和科技服务、派驻干部下沉一线、强化宣传教育引导等方面实实在在地开展工作予以充分肯定，希望继续努力，共同打赢总体战和阻击战。疫情发生以来，天津市科协团结带领各级科协组织和广大科技工作者，按照“坚定信心、同舟共济、科学防治、精准施策”的总要求，发挥自身优势，勇于担当作为，在做好科协机关和直属单位自身防控，确保“零感染”的同时，积极做好加强对广大科技工作者的思想政治引领、开展全域防疫科普、选派干部下沉社区一线、服务企业复工复产、加强宣传教育和舆情管控、推动科协重点任务落实等各项工作，为全市打赢疫情防控人民战争、总体战、阻击战做出了贡献。天津市科协党组及时召开党组扩大会议进行了传达学习，按照中央和市委的部署要求，研究市科协贯彻落实的措施。会议认为，天津市科协系统要认真学习领会批示精神，团结带领各级党组织和党员干部，以加强党的全面领导为统领，以增强政治性、先进性、群众性为主线，一手抓疫情防控、一手抓科协事业发展，再接再厉，再立新功，为实现疫情防控和服务经济社会发展“双战双赢”做出更大贡献。,http://www.cast.org.cn/art/2020/3/9/art_80_115667.html
科协人战“疫”时刻，抗“疫”中的巾帼担当,庚子春节，本该阖家欢聚、走亲访友的人们却停下了脚步，曾经车水马龙、喧嚣繁华的街道变得冷清，医务工作者不舍昼夜从死神手中争夺一个个生命，科技工作者夜以继日从试验研究中探寻消灭病毒的对策方案。新冠肺炎这场风暴一瞬间席卷全国，一场没有硝烟的战争打响。 面对突如其来的疫情，无数科协人挺身而出，逆行而上。在这支抗疫军团中，有一道最亮丽的风景，她们是慈祥的母亲、是温柔的妻子、是乖巧的女儿，而今天，她们都是疾风骤雨显本色、乱云飞渡仍从容的科协娘子军。 从蜜月中奔赴抗“疫”战场 “没问题，我请求立即返回工作岗位。”听到疫情蔓延的消息，刚刚新婚不久的中国科协机关服务中心医务室李晓旭没有丝毫犹豫，当即放弃新婚假期，主动请缨，担负起疫情防控工作牵总职责，即刻投入到疫情防控工作中。 “口罩7080只、代茶饮300袋、75%医用消毒酒精221L、84消毒液219L、免洗手消毒液210瓶、二氧化氯消毒剂1箱、额温枪16支、电子体温计10支、水银体温计60支、护目镜32个、医用检查橡胶手套1400副。”短短数天时间，李晓旭协调上下、沟通内外，紧密联系中直管理局、国管局、全国学会、属地相关单位及各类社会资源，累计采购防护物资16批次，有力保障了中国科协春节在岗值班值守人员及离京人员的防护安全。 春节假期结束后，中国科协机关各部门、各直属单位干部职工从全国各地陆续返京到岗，李晓旭又组织医务室人员严格落实体温监测工作，坚持每日早晚巡查各体温监测点，并随机抽查，累计监测体温991人次，无一人漏检。 “老老实实呆在家中，就是对自身最好的防护”，这一大家都熟知的道理，在李晓旭身上却难以实现。自1月21日至今，李晓旭坚持 “24小时在线”保障防控工作。在春节后大家实行弹性上班制、严格控制外出的非常时期，李晓旭却需要全程到岗，并随时外出采购应急防控物资。为了降低同事们外出交叉感染的风险，遇周末、节假日采购，便开私家车前往，新婚丈夫就成了“专职采购司机兼搬运工”。 “我是一名党员，又是一名医务工作者，这时就该冲在前面。”李晓旭是这样说的，也是这样做的。疫情防控工作期间，李晓旭因过度疲劳导致严重感冒咳嗽不断。她克服身体和心理上的双重压力，一刻不耽误、一刻未停歇，全身心忘我投入工作，以坚定的信心和持久的耐心，带动医务室同事们深入一线，为中国科协疫情防控工作提供了有力的保障。,http://www.cast.org.cn/art/2020/3/8/art_80_115581.html
科技传播助力企业发展”网上路演行动“生物医药”专场举办,3月5日下午，“科技传播助力企业发展”网上路演行动第2期活动--“生物医药”专场举办。行动旨在深入贯彻习近平总书记关于新型冠状病毒肺炎疫情防控工作的重要指示精神，全面落实党中央、国务院系列决策部署和中国科协相关工作安排，发挥科技传播特色优势，支持科技企业复工复产，助力企业抵御疫情影响。北京雅康博生物科技有限公司副总裁赵鲁汀、北京华龛生物科技有限公司联合创始人CEO刘伟、广州盛泽康华生物医药有限公司CEO黄静峰等项目负责人进行线上路演展示，介绍企业核心竞争力、技术先进性和下一步融资计划。德同资本北京总经理许谦、国科嘉和合伙人陈洪武等近百位投资人进行项目互动和观摩，多位嘉宾表达了与项目继续开展深入对接的意向。华润生命科学集团总经理颜建国对路演项目在技术先进性、项目成熟度、团队完整性等方面给予肯定，并表示会结合华润生命科学集团资源，进一步助力科技项目成长。中国科协科技传播中心主任郑浩峻、中国投资协会副会长沈志群、清华校友三创大赛秘书长梅晓鹏等作为主办方领导代表参加活动，清华大学生命科学学院院长王宏伟、清华校友生命科学与医疗健康专委会秘书长余永平等作为专家代表，结合路演项目的技术路线、产业特点和行业发展趋势进行了点评交流。郑浩峻表示，中国科协科技传播中心联合各方开展“科技传播助力企业发展”网上路演行动，将充分发挥科协开放型、枢纽型、平台型组织优势，打造多方协同创新、资源共建共享的常态化平台。通过选拔高质量科技项目，对接行业头部企业、科技创投机构，助力科企成长和防疫抗疫，促进科技经济深度融合发展，为创新驱动发展服务。沈志群表示，在非常时期开展生物医药专场路演意义非凡，生物医药行业也是中国创业投资行业的重点关注领域，希望能够通过此次活动的开展，努力改善投融资市场信息不对称的问题，真正探索出一条实现资本项目有效对接的途径。王宏伟表示，这次疫情是近代以来人类社会共同面临的一次严峻考验，现在很多科学家都在从事相关药物的研发，无论是抗病疫苗还是新药研制等方面都有很多进展，希望通过今天的路演更好助力科技成果转化。,http://www.cast.org.cn/art/2020/3/7/art_80_115565.html
