title,main_body,link
上海区块链技术协会用区块链技术助力科技抗疫战,新冠肺炎疫情牵动亿万人心，打赢防疫抗疫攻坚战离不开科技的支撑。上海区块链技术协会号召并带领从事区块链技术的企业、研究机构和广大科技工作者运用自身技术优势，积极投入到疫情防控的工作中，为疫情防治、物资保供、社会救助、公益慈善及企业融资运行等贡献力量。上海区块链技术协会智库专家第一时间投身参与到上海市“随申码”开发和运营工作，并于2月17日上线。“随申码”依托“随申办市民云”APP公共服务平台，利用卫生健康、公安交通、手机信令、人口信息等海量数据，进行交叉比对分析，综合判断市民的出行和健康状况，据此生成并发放红黄绿“三色二维码”，代表三个等级的风险状态。不需要另外填报信息，市民用手机“随申办市民云”APP即可显示查验，相当于一张疫情期间的个人通行电子凭证。这一系统结合大数据、云计算、物联网和移动互联技术，是运用信息技术赋能重大社会事件处置的成功实践。下一步，“随申码”系统规划融合区块链技术，加强多源数据采集和存证，实现技术迭代升级，使之能够在更多应用场景和今后的应急响应与动员工作中发挥更大作用。,http://www.cast.org.cn/art/2020/3/5/art_187_115226.html
中国电子学会到重庆市科协调研信息安全与物联网产业发展情况,12月13—14日，中国电子学会副秘书长刘明亮一行到重庆市科协调研信息安全与物联网产业发展情况。重庆市科协党组书记、常务副主席王合清，重庆市科协党组成员、副主席程伟，合川区委常委、常务副区长程卫等出席有关活动。e76e3fb2e3c6231146116972a5fe203_副本.jpg调研组一行走访调研重庆恒芯天际科技有限公司现场12月13日，调研组一行前往合川区，走访了合川信息安全城、重庆信息安全产业研究院、重庆恒芯天际科技有限公司等单位，与有关负责人深入交流，全面了解合川信息产业发展情况。刘明亮对合川区近年来发展信息安全产业取得的成绩予以肯定，并表示中国电子学会愿与合川区加强合作，发挥学会的人才智力优势，通过探索建设学会服务站等多种形式助推合川区信息安全产业发展。调研组一行到重庆南岸区物联网产业示范基地，先后参观了中交通信信息技术有限公司、迪马工业、高通中国智能物联网创新中心、物联地带·渝等单位，还前往南坪国际会展中心实地查看场地情况。,http://www.cast.org.cn/art/2018/12/17/art_200_82128.html
物联网安装调试员》国家职业技能标准编制研讨会在京举办,12月25日，北京物联网学会在北京召开《物联网安装调试员》国家职业技能标准编制研讨会。人社部鉴定中心有关人员，以及来自华为、海尔、时代凌宇、软通智慧、北京科技大学、北京信息职业技术学院、北京市仪器仪表高级技工学校的专家参加了研讨会。北京物联网学会理事长、北京科技大学王志良教授主持会议。348384d9849c88a7f597017f70f04a1.jpg人社部鉴定中心有关人员解读了国家职业技能标准编写技术规程，强调了标准编写的总原则以及编写规范。王志良教授做了物联网安装调试员职业技能标准编制路线及进展汇报，从物联网安装调试员标准框架、企业调研情况、物联网应用领域分类等几方面进行介绍。会上，北京物联网学会副秘书长殷玉祥及北京市仪器仪表高级技工学校讲师张卿详细介绍了物联网安装调试员职业技能标准初稿。各位企业专家、职业教育专家对物联网安装调试员职业技能标准初稿进行了深入讨论，认为物联网安装调试员职业技能标准编制思路正确，工作内容设置合理，并从不同的维度提出了改进建议。人社部鉴定中心标准处领导对编制工作给与高度肯定。王志良要求标准编写成员组按照人社部领导及专家的建议高水平地完成物联网安装调试员职业技能标准的编制工作。,http://www.cast.org.cn/art/2019/12/26/art_179_107190.html
物联网助力地方创新驱动发展人才技术合作论坛在山东德州举行,11月23日上午，第四届“智汇德州”人才创新创业周-物联网助力地方创新驱动发展人才技术合作论坛在德州市委党校举行。山东省科协副主席、山东省计算中心（国家超级计算济南中心）主任杨美红，德州市委常委、统战部长彭小毛出席，德州市科协党组书记、主席蔡文晓主持。3.jpg会议现场此次论坛旨在充分发挥省级学会高层次专家的智力优势，助力德州市智能装备制造产业高质量发展。杨美红指出，物联网作为新一代信息技术的重要组成部分，是当今科学技术最新发展的集中体现，是实施新旧动能转换的重要抓手，未来发展不可限量。当前，5G通信、边缘计算、人工智能、大数据等加速迭代和演进，为物联网发展开辟了更加灿烂的前景。举办此次“物联网助力地方创新驱动发展”人才技术合作论坛，有助于德州以发展物联网为着力点，提升新一代信息产业链水平，优化战略性新兴产业布局，推动产业发展动力转换，为高质量发展注入新动能。,http://www.cast.org.cn/art/2019/11/26/art_193_105767.html
2019中国物联网大会在南京举行,11月11-13日，由中国电子学会、中国通信学会主办，中国电子学会物联网专家委员会、中国通信学会物联网委员会、中国电子学会通信分会、物联网学报、南京邮电大学、南京大学、东南大学等单位联合承办的2019中国物联网大会在江苏省南京市举办。中国科学院院士郑有炓、尹浩、吴培亨，中国工程院院士倪光南、沈昌祥、薛禹胜、贲德、柴天佑、刘韵洁、王广基，中国电子学会副理事长兼秘书长徐晓兰、中国通信学会副理事长兼秘书长张延川、江苏省通信管理局局长袁瑞青、南京邮电大学党委书记刘陈等嘉宾出席大会。中国电子学会物联网专委会、中国通信学会物联网委员会的全体委员，《物联网学报》全体编委以及来自全国物联网领域的2000多位代表参加本次大会。大会开幕式上，徐晓兰、张延川、袁瑞青、刘陈分别致辞。大会发布了物联网十大技术与产业创新发展趋势和物联网十大标志性成果，并对第五届3S杯全国大学生物联网技术与应用“三创”大赛决赛获奖者进行了表彰。,http://www.cast.org.cn/art/2019/11/21/art_590_105494.html
北京物联网智能技术应用协会组团参展全国智慧农业创新簇集展,应2019首届内蒙古?呼和浩特国际生态农牧业博览会组委会邀请，10月10日，全国智慧农业创新簇集展走进呼和浩特，北京物联网智能技术应用协会携会员企业、合作单位及中国农科院农业信息研究所等近30家智慧农业领军企业和单位组团参展，参展企业涉及智慧灌溉、智慧温室、智慧畜禽等智慧农业多个领域，全方位展示智慧农业新技术、新设备、新方案。北物联.jpg除展览展示外，本次活动还安排了智慧农业项目对接交流会，呼和浩特市政府、农牧局相关负责人出席，并就呼和浩特市相关优惠政策、智慧农业产业发展需求、项目需求做了深入沟通与交流，北物联会员企业就企业新技术、新模式做了分享与交流。北京物联网智能技术应用协会秘书长李佳表示，随着物联网、大数据时代的来临，建立共创、共享、共赢的智慧农业产业链生态圈已经成为现代农业的发展趋势。智慧农业是北物联最早切入和落地的领域，智慧农业专委会也是北物联的第一个专委会，平台汇集了多家行业代表性企业，集成的先进技术与解决方案涵盖农业种植、林业管理、畜禽养殖、水产养殖、植物养护、农产品溯源等众多领域，2019首届呼和浩特国际生态农牧业博览会的召开是一次很好的契机。未来，围绕呼和浩特乃至内蒙区全区的现代农业的发展需求，北物联愿充分发挥各自优势、积极整合优质资源，汇集智慧农业更多的先进技术设备、模式思维，深度服务地区农牧业产业发展，进一步助推产业转型升级。同时，也希望在智慧政务、智慧交通、智慧教育、智能制造、智慧路灯等多个领域为呼和浩特提供相应的平台化产业服务。,http://www.cast.org.cn/art/2019/10/11/art_179_102893.html
第六届山东省物联网创造力大赛(iSTAR2019)（西部赛区）在济南开赛,8月30日，由山东省科协、省教育厅、省工业和信息化厅、共青团山东省委、省发展和改革委员会、省人力资源和社会保障厅联合主办，山东省物联网协会、山东大学联合承办的第十一届山东省大学生科技节山东省物联网创造力大赛iCAN国际创新创业大赛山东赛区（西部赛区）选拔赛在山东大学（兴隆山校区）举行，这是本届大赛的西部分赛。来自济南、泰安、聊城、德州等地院校的400余支参赛队伍相聚济南，突破500个创意项目和创新制作在现场展开火热比拼，吸引到社会各界人士到场观看。e1fa42ff4fff4b378c6cfc460fbd734d.jpg本届大赛主题为：iCANiSTAR2019，物联智慧社会！大赛分为创新制作类、创业实践类、iCAN＋北斗生涯规划与拓展类等不同组别，涉及智能制造、智能交通、智慧能源、虚拟现实、医疗健康、食品安全、环境保护、人工智能、3D打印、北斗卫星等等众多与社会、民众生活息息相关的领域。赛前评审说明会本次大赛评审共分为9组，除高校老师外，来自企业的高管、技术大牛、创投基金投资人评委占3/4，有效保障了评审项目的现实应用价值。此外，本届大赛设置有严格初筛环节，对参赛项目首先进行科技查新，保证了参赛作品的质量。本届大赛东西赛区参赛选手突破3200人，参赛作品700余项，作品数量和质量再创新高，有对往届作品的升级再造，有针对现实问题提出的智能解决方案，参赛选手们积极将理论知识与动手实践相结合，充分发挥创新能动力。这不仅是一场比赛，更是一次成长的历练山东省物联网协会将为大学生物联网双创提供更多机会和更大平台，为广大老师提供参观交流、实训机会，为各位同学提供平台、渠道等创业资源，助推每一个创新者在物联网时代实现自己的梦想。,http://www.cast.org.cn/art/2019/9/6/art_193_101278.html
中国物联网大会,物联网，边缘计算，物联网技术与应用该会议是我国物联网领域最具影响力和权威性的会议之一。多位活跃在物联网学术前沿的院士、知名专家、学者将到会交流。会议将举办学术报告、专题交流与讨论、物联网技术与应用论坛、成果展示、产学研合作洽谈等多种形式的活动，会议规模800人。大会自创办以来，领域不断延伸、会议内容和形式不断丰富、与学术研究和产业发展的结合不断深入，开创了我国信息化事业和物联网发展的新局面。会后有公开出版的论文集; 论文集进入知网等数据库。,http://www.cast.org.cn/art/2019/1/22/art_44_86104.html
中国电工技术学会举办首期中国科协“科技服务团”线上报告会,4月16日，由中国科协学会服务中心主办，中国电工技术学会承办的首期中国科协“科技服务团”系列宣讲活动，即“物联网时代下新能源发展的特点和机遇” 报告会在线上举办。会议邀请天合光能智慧能源系统研究院院长胡兵在线授课。会议由学会咨询部主任高巍主持，来自全国各地的高校、科研院所、企事业单位和地方政府部门的近200位代表参会。 当前我国已全面进入物联网时代，万物互联、互通、互操作已成为大势所趋。新能源经济作为当今世界经济发展的必然选择，实现物联网技术和先进新能源技术的有机结合，已成为未来能源发展的重要方向。,http://www.cast.org.cn/art/2020/4/28/art_590_119889.html
“中国科技峰会——粤港澳大湾区科技创新走廊中澳门的机遇和挑战”在澳门举办,峰会期间，中国科学院科技战略咨询研究院党委书记、中国科学学与科技政策研究会理事长穆荣平，内地与澳门科技合作委员会澳门方主席、澳门科学技术协进会理事长崔世平，中山大学常务副校长孙冬柏，分别作了题为《粤港澳大湾区创新发展之澳门机遇与挑战》《粤港澳大湾区科技创新走廊中澳门的机遇和担当》《粤港澳大湾区科技创新中心 高校：使命、机遇与思考》的主旨报告。此外还聚焦中药质量研究、微电子集成电路、智慧城市物联网、月球与行星科学、青年创新创业等设置5个平行分论坛，邀请中国科学院微电子所刘明院士等20余位相关领域专家学者进行交流研讨和智库建言。7月23日，“中国科技峰会——粤港澳大湾区科技创新走廊中澳门的机遇和挑战”在澳门举办。本次峰会由中国科协和澳门特别行政区政府共同主办，是贯彻习近平新时代中国特色社会主义思想、献礼新中国成立70周年和澳门回归祖国20周年、落实《粤港澳大湾区发展规划纲要》以及《澳门特别行政区政府 中国科学技术协会合作框架协议》的一项重要活动。中国科协党组书记、常务副主席、书记处第一书记怀进鹏，澳门特别行政区代理行政长官谭俊荣出席开幕式并致辞。怀进鹏强调，习近平主席亲自擘画、亲自部署、亲自推动粤港澳大湾区发展，是洞察国际都市圈和世界湾区发展趋势、结合粤港澳区域优势的重大战略抉择。中央从顶层设计上明确了大湾区建设国际科技创新中心的发展目标，澳门作为“广州-深圳-香港-澳门”科技创新走廊中在珠江西岸的中心城市，拥有知名高等学府和国家重点实验室等科教资源，抓住大湾区建设重大机遇，优化科技创新生态，将有力推动铸造粤港澳大湾区发展的灿烂和辉煌。 怀进鹏表示，科技、产业和经济发展，无一例外都是以人才为中心，以才引才、以才聚才、以才兴业成为创新能力建设的重要特征，人才集聚广度和高度决定了一个国家和地区创新发展能力和国际竞争力。希望将大湾区建设成为人才聚集的高地，为大湾区建设具有世界影响力的科技创新中心奠定重要的基础。中国科协作为科技工作者的群众组织，期待与澳门各方携手，厚植澳门研发基础，通过集中全国学会和优势专家资源，围绕中医药、电子芯片等澳门优势学科领域，打造高水平学术交流平台，推动大湾区品牌特色学科发展；共筑澳门科技成果转化体系，通过与澳门特区政府以及科技界的交流互+B3动，促进澳门科技与经济、金融深度融合，与世界有效交流，促进澳门经济适度多元发展，服务大湾区科技经济融合创新；共建澳门人才培养引进平台，通过加强与澳门科技社团之间的高层交流，进一步加大对澳门青少年培养力度，对接澳门青年的创新创业需求，推动科技人才交流与合作，为大湾区创新发展提供人才保障。,http://www.cast.org.cn/art/2019/7/23/art_79_98984.html
2019年智能农机技术创新与发展高级研修班在洛阳举办,8月12-17日，由中国科协学会学术部主办、中国农业机械学会承办的人力资源与社会保障部专业技术人才知识更新工程2019年高级研修项目计划“智能农机技术创新与发展高级研修班”在洛阳举办。来自全国农业机械及农业工程领域的高等院校、科研院所、地方农机管理部门及企业的高级专业技术人员、管理人员70余人参加培训。中国农业机械化科学研究院副院长、中国农业机械学会监事长方宪法，中国一拖技术中心副主任、洛阳拖拉机研究所有限公司副总经理、拖拉机动力系统国家重点实验室副主任王东青出席开班典礼并致辞。开班典礼由中国农业机械学会秘书长张咸胜主持。研修培训中，方宪法作题为《智能农机装备的实施进展状况及取得的阶段性成果》的报告，中国农机院机电技术应用研究所研究员苑严伟讲授《农机智能技术与云服务平台》，中国农机学会研究员张咸胜讲授《标准化+农机装备》，中国农业大学教授李道亮讲授《农业物联网技术现状、应用与发展》，中国农业大学教授陈兵旗讲授《基于视觉检测与导航的无人驾驶技术应用》，全国拖拉机标准化技术委员会研究员尚项绳讲授《国内外拖拉机标准体系现状》，北京农业智能装备技术研究中心研究员孟志军讲授《精准农业智能农机装备技术应用与实践》，浙江理工大学教授武传宇讲授《智能农业机器人技术及应用》，河南科技大学教授姬江涛讲授《智能化农业装备及其发展现状》，南京农业大学教授周俊讲授《农业机器人视觉与模式识别》，《农业机械学报》编辑部高级工程师韩英讲授了《科技论文规范写作》等课程。,http://www.cast.org.cn/art/2019/8/22/art_590_100555.html
2019年四川省暨成都市全国科普日蒲江分会场活动启动,“互联网+现代农业” 展示农业科技新成果 蒲江县作为成都市现代农业的代表地区之一，“互联网+现代农业”项目也成为此次活动的特色，有机农业、生态农业、现代农业成为活动的亮点。 活动现场，蒲江县鹤山惠风猕猴桃协会、蒲江县爱媛果品科技协会等农技协为当地群众送上了猕猴桃、柑橘栽培管理技术，展示了绿色有机的猕猴桃、柑橘产品；四川省卫农现代科技有限公司展示了“互联网+农业服务”服务新模式——“天敌技术”“现代植保”“药肥双减”等方面的科技成果；成都市亚峰农业开发有限公司展示了现代脱毒及网式育苗技术，智能滴灌、水肥一体化、物联网等国内外先进技术…… “我今天领到了许多关于农业种植技术的手册，也了解到了许多现代农业先进技术，举办这样的活动对我们老百姓种植水果有很大帮助！”蒲江县甘溪镇明月村村民曾守清一大早就来到活动现场“取经”。 在农机展示区，记者看到不少村民正在了解现代化的农机设备。蒲江县农业社会化服务创业联合会展出的自走式碎草机、遥控割草机、多功能施肥机等农机设备深受群众喜欢。“这样的活动不仅有效普及推广了先进农机技术，也为村民们选择先进的农机设备提供了更多参考，为发展农业产业提供了强大助力。”联合会副会长毛远操如是说。 “科技小院” 助力乡村振兴 启动仪式上，主办方为“四川蒲江果业科技小院”授牌，并集中表彰了一批优秀农技协、农技科普专家。 四川蒲江果业科技小院技术专家左楷告诉记者，科技小院依托农技协开展工作，着眼于蒲江农业发展现状，围绕柑橘和猕猴桃的高效、优质栽培以生产中的问题为导向，以提质增效为目的，以期找出并解决蒲江果品产业发展中的瓶颈问题。 “科技小院成立至今，已初显成效。川农大研究生团队自1月入驻以来，截至8月底，共走访种植户300余户，搜集问题五大类30余个；4月以来，科技小院在全县12个乡镇（街道）共开展果技培训及残疾人实用产业技术培训14场；在技术攻关上，针对当地果树常见的树脂病、砂皮病的有效防治以及中间砧问题的研究也取得了较大进展。”左楷介绍，下一步，科技小院将在蒲江县鹤山果品协会、四川农业大学及企业的支持下，为蒲江现代农业发展和农业科技的发展贡献更多力量，助力乡村振兴。 “科技小院是一个很好的平台，既是对我们科技人才的一种锻炼，也对蒲江产业做了一个有益的补充。科技小院入驻后，专家们经常深入田间地头为作物‘把脉’，一旦发现农户在种植上出现问题，便立即为农户提供具有建设性的意见、措施和解决办法。”谈到科技小院入驻蒲江后带来的变化，县农业农村局农业技术推广服务中心负责人姚雄辉说道。,http://www.cast.org.cn/art/2019/9/11/art_201_101407.html
“一带一路”精准农业国际合作项目推介会在内蒙召开,10月11日，由呼和浩特市农牧局、中国卫星导航定位协会、北京物联网智能技术应用协会共同举办的“一带一路”精准农业国际合作项目推介会在内蒙古自治区呼和浩特市召开。呼和浩特市政府副秘书长杨进生、农牧局副局长郑建中出席会议，北物联合作单位中国农科院农业信息研究所副主任仲跻亮、会员企业代表潘卫国、李宝来、王帅鹏应邀就自身产品、业务及合作做了深度交流与分享。仲跻亮详细介绍了信息所的数据资源、专家资源及农科知识云与智能服务、农产品电商技术平台解决方案、e农县域数字乡村解决方案及相应的案例，他表示中国农科院农业信息研究所一直高度重视并致力于推进农业产学研等各方面的大联合、大协作，期待能与智慧农业产业链的各方加强进一步交流合作。潘卫国谈到，慧图科技以水联网技术的精确感知、远程传输和智能分析等技术为支撑，让工程和信息有机融合，实现灌区“水源—干渠—支渠—斗渠—田间”全灌域的实时感知、水信互联、过程跟踪和智能处理，构建集信息采集-信息传输-用水决策-信息反馈-智能控制为一体的灌区智能化调度与灌溉管理系统，以“提生产、强管理、优服务、转方式、促发展、保安全”为目标，达到“看得见、摸得着、靠得住、用得起”的总体效果。截至目前，现代化灌区的先进研究成果已在新疆沙雅县、宁夏吴忠市利通区得到广泛应用，内蒙古是严重缺水地区，期待慧图新技术、新模式能为内蒙地区节水灌溉事业的发展贡献力量。李宝来重点介绍了大沃农业创立的智慧农业“1+N+IBMS”投建管服一体化模式，智慧农业1+N+IBMS投资、建设、管理、服务一体化的创新模式突破了资金和人才的过度依赖瓶颈，可快速复制并推广物联地网建设应用，真正解决农业经营主体及政府的痛点。王帅鹏就深农智能农牧智能养殖装备、智慧养殖EPC整体解决方案、CFD仿真控制等技术向做了介绍。郑建中对北物联会员单位的新技术、新产品、新模式表示了浓厚的兴趣，与企业代表进行了充分的沟通与交流，表示期待能与各企业能有更深度的合作。,http://www.cast.org.cn/art/2019/10/12/art_179_103002.html
