,title,main_body,link
10,“科技传播助力企业发展”网上路演行动在线教育专场活动举办,2月26日下午，“科技传播助力企业发展”网上路演行动首场“在线教育”专场路演活动利用互联网平台举办。“科技传播助力企业发展”网上路演行动旨在深入贯彻习近平总书记关于新型冠状病毒肺炎疫情防控工作的重要指示精神，全面落实党中央、国务院系列决策部署和中国科协相关工作安排，支持科技企业复工复产，助力企业抵御疫情影响。中关村U30在线教育项目代表北京纷级科技有限公司CEO王越、火星人视野（北京）教育科技有限公司创始人CEO刘扬、北京三好互动教育科技有限公司投融资总监钱景祺等项目负责人先后在线进行项目路演展示，并介绍本公司的核心竞争力以及融资需求。中国投资协会副会长、股权和创业投资专业委员会会长沈志群，清华大学经济管理学院教授、互联网产业研究院院长朱岩，中关村大河资本创始合伙人王童，深圳市创新投资集团有限公司华北总部执行总经理周军，浙商创投股份有限公司合伙人杨志龙，浙江天堂硅谷资产管理集团有限公司业务合伙人娄玮等投资机构负责人和行业专家，与创业者进行了深入的交流讨论，并就进一步完善和优化企业经营管理、提升企业资产价值、提高市场核心竞争力等方面提出一系列专业建议。参加活动的创投机构和创业企业充分肯定了网络路演的形式和效果，表示会根据双方的需求和意向保持线下沟通，探索具体合作方案。,http://www.cast.org.cn/art/2020/2/28/art_80_114271.html
11,中国科协召开视频会议研究部署2020年科普重点工作,2月25日下午，中国科协副主席、书记处书记孟庆海，中国科协党组成员、中国科技馆馆长殷皓召开视频办公会议，传达学习习近平总书记在统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议上的重要讲话精神，研究部署2020年科普有关重点工作。会议指出，各有关部门要深入贯彻落实习近平总书记关于新冠肺炎疫情防控系列重要指示精神，按照科协党组书记处有关部署，统筹推进疫情防控和科普各项重点工作，增强忧患意识、狠抓工作落实、提高工作本领，继续做好疫情防控应急科普，并注重总结有效机制、典型做法，讲好抗疫应急中的中国科普故事。会议围绕启动《全民科学素质行动规划纲要（2021-2035年）》编制工作、推进世界公众科学素质促进组织建设、新时代文明实践科技志愿服务行动、中国公众科学素质促进联合体建设和推动科幻发展等重点工作进行了研究讨论。会议强调，科普有关部门要进一步提高工作站位，围绕服务打赢疫情防控人民战争，服务“两个决胜”，提质悟道，突出重点，抓关键环节，明确目标靶心，以做好应急科普工作为契机，全面提升科协“一体两翼”组织动员力，推动各项工作再上新台阶。中国科协科学技术普及部、中国科普研究所、中国科协青少年科技中心、中国科协农村专业技术服务中心等有关部门和直属单位同志，通过视频会议系统参加会议。,http://www.cast.org.cn/art/2020/2/27/art_80_114256.html
12,“世界各国是休戚与共的命运共同体”——国际科技组织和知名科学家呼吁全球携手应对新冠肺炎疫情,连日来，国际科学界高度关注中国抗击新冠肺炎疫情情况。一些国际科技组织、世界知名科学家等通过中国科学技术协会，表达了对中国抗击疫情的赞赏，呼吁全球科技界携手应对疫情挑战。“感谢中国为防止疫情蔓延付出的巨大努力”“我们赞赏中国应对新冠肺炎疫情的措施，感谢中国为防止疫情蔓延付出的巨大努力。”国际科学理事会主席达亚·瑞迪表示，作为全球性科学组织，国际科学理事会将发挥自身作用，支持中国和国际社会携手应对疫情。2011年度诺贝尔化学奖获得者丹尼尔·舍特曼、2015年度图灵奖获得者马丁·赫尔曼等8名科学家发来联名信表示，由衷钦佩中国政府、中国人民抗击新冠肺炎疫情的应对举措，感谢中国为遏制疫情蔓延作出的努力，中华民族是一个坚忍不拔的民族，坚信中国人民能够战胜疫情。联名信说，他们同中国人民站在一起，将竭力提供支持，希望通过科学研究，为疫情防控提供有价值的参考意见。东盟工程与技术科学院主席蔡贤德表示，他感受到中国政府和中国人民抗击新冠肺炎疫情的坚定决心和力量，坚信中国一定能战胜疫情。“面对新冠肺炎疫情挑战，中国护士们正在奋力救治病患。我为你们自豪，为你们祈祷，我的心与你们在一起。”世界卫生组织首席护士官伊丽莎白·伊罗说。国际护士理事会主席安耐特·肯尼迪表示，向坚持在疫情防控工作一线的中国护理工作者表达由衷钦佩和感谢。国际护士理事会首席执行官霍华德·卡顿表示，全世界的护士都与中国抗击新冠肺炎疫情的医护工作者在一起，国际护士理事会将与中国同仁并肩前行，全力遏制疫情蔓延。“相信中国一定能战胜疫情”世界工程组织联合会主席龚克与执行主任雅克·德·梅鲁埃尔发来联名信表示，有中国政府的坚强领导，有中国科学技术的强大支撑，中国一定能打赢这场疫情防控阻击战。新冠肺炎疫情是全球卫生公共事件，是对全人类的威胁和挑战。“疫情面前，世界各国是休戚与共的命运共同体，抗击疫情需要全球科技界携手合作。世界工程组织联合会与中国科技工作者站在一起，共同应对挑战。”“疫情无国界。希望与中国保持联系，进一步加强合作。”世界科技工作者联合会主席让·保罗·莱恩说。法国斯特拉斯堡大学教授、法国科学院院士艾瑞克·韦斯托夫在发来的视频中说，相信通过全球医学同行的努力，以及更深入、广泛的研究和教育，人类未来能够更好地应对潜在的公共卫生威胁。,http://www.cast.org.cn/art/2020/2/26/art_80_114044.html
13,科协人战“疫”时刻，39篇战“疫”日记（之五）,2月23日，中国科协网收到《武汉科协人的“战疫”日记》，共39篇。其中，一个个真切真情的工作生活片断，记录着一个月来武汉科协人历经的“战疫”洗礼。朴实无华、情感真挚的文字，反映了科协人在灾难面前义无反顾冲上疫情防控第一线，顽强拼搏、日夜奋战，关键时刻站得出来、顶得上去，对党、对人民高度负责的精神风貌。 （三十二）当好疫情防控的“宣传员” 时间：2020年2月19日 天气：多云 记录人：赖琼    武汉市汉阳区科协副主席 “居家隔离该怎么隔？怀疑自己生病怎么办？”我打开汉阳区科协“科普汉阳”微信公众号，看到了今天的推送信息。疫情发生以来，汉阳区科协每日推送疫情防控科普知识已有27期，为广大市民及时提供防疫、抗疫科普知识。 与此同时，汉阳区科协为当地居民持续提供防疫科普宣传，利用线上资源开展防疫科普，区科协利用微信公众号推送科普文章60篇，利用全区机关街道社区等QQ群不定期发布疫情防科普系列知识3篇；同时在汉阳67个社区集中更换“科学抗疫”主题科普橱窗内容287块，及时向社会公众大力宣传最新最权威的控防知识，为辟谣防谣发出科协声音。 我们就是想通过疫情防控宣传解读，让基层干部群众明白“做什么、怎么做”，引导群众科学有序应对疫情，不信谣、不传谣，以积极心态和科学方式防范抵御疫情，这也是我们科协人为疫情防控做出的小小贡献。 （三十三）疫情当前不添乱 时间：2020年2月19日 天气：多云 记录人：王诗华    武汉市江岸区科协办公室一级科员 已是凌晨两点多了，我却怎么也睡不着，想的依旧是这几天去小区值守时遇到的居民外出时各种各样的情形。 武汉市此刻正在遭受新冠肺炎的困扰，还是有很多居民对当前严峻疫情如此麻木不仁。在值守过程中，面对在家呆不住的居民，我和我的领导站在寒风里对要外出小区的居民不停地劝阻登记，有的居民很配合，经过我们耐心的劝阻就返回家了，特别是前几天封闭小区各出口现场，也有人却站在门口，对我们指责、耍赖、威胁……这段时间我们下沉社区值守干部成了居民的出气筒，听着难听的指责，我们确实也会生气，但是。,http://www.cast.org.cn/art/2020/2/24/art_80_113555.html
14,科协人战“疫”时刻，39篇战“疫”日记（之四）,2月23日，中国科协网收到《武汉科协人的“战疫”日记》，共39篇。其中，一个个真切真情的工作生活片断，记录着一个月来武汉科协人历经的“战疫”洗礼。朴实无华、情感真挚的文字，反映了科协人在灾难面前义无反顾冲上疫情防控第一线，顽强拼搏、日夜奋战，关键时刻站得出来、顶得上去，对党、对人民高度负责的精神风貌。 （二十五）挺进抗疫最前线 时间：2020年2月16日 天气：晴 记录人：李君君    武汉市江岸区科协办公室副主任 前夜接到组织部抽调人员的紧急通知，经向领导请示后，今日挺进一线，代表区科协参与汉口医院发热门诊病人移送隔离工作。 疫情爆发以来，除了在网络、电视上关注疫情信息以外，在社区开展基层宣传防控、参与区长热线值班，都让我对洪水猛兽的新冠肺炎病毒有了更进一步的了解，终于要站上直面疫情、服务病患的第一线了，内心是忐忑的，也是激动的。去往医院的途中，满脑子都是一线同事的提醒：尽量不要吃喝、不要上厕所、要备酒精、要穿鞋套、防护服要严密、要隔离观察、不要回家…… 来到院区，全副武装的负责同志简单交代了任务和注意事项，主要工作任务是根据医生诊断对确诊疑似病患做好集中隔离的安排遣送工作。做好所有防护就上岗了。 在调整确诊标准后，全市确诊人数激增，加上今天大雪初霁难得的好天气，前来问诊的病人络绎不绝。除了我被临时抽调外，身边还有两个检察系统的年轻干部，已经开展此项工作一个多星期了，与我相比要娴熟许多，巨大的压力让之前的恐惧迅速消散，全身心投入到了紧张的工作中。 让我意外的是，尽管时间仓促来不及做心理准备，尽管存在各种各样的实际困难，面对严峻的疫情，患者无一例外都能很好地配合遣送隔离工作。一位需要集中隔离的大妈，儿子已经确诊收治，儿媳也已有疑似症状，在得知自己和儿媳需要采取隔离措施之后泪如雨下，担心自己年幼的孙女无人照料。在突如其来的灾难面前，普通百姓的舔犊情深让人动容。身边医护人员持续高强度工作已令他们疲惫不堪，但是仍然还会耐心为每一位病患讲解病情，还能有条不紊跟我们对接工作，还能为病床上的病人用心盖好被褥，嘘寒问暖。 中午吃饭的间隙，一位小护士迎着和煦的阳光来了一张自拍，伸手比划出了大大的“V”，厚重的护目镜和口罩让人看不清脸庞，但这一定是最美的自拍照。 繁忙的一天很快过去，全天接待病患近80人，安排隔离近30人，这是一天的战绩，有些疲惫，打开手机看到最新的疫情，确诊和疑似病例明显下降，内心是欣慰的，不只是因为屏。,http://www.cast.org.cn/art/2020/2/24/art_80_113554.html
15,科协人战“疫”时刻，39篇战“疫”日记（之三）,2月23日，中国科协网收到《武汉科协人的“战疫”日记》，共39篇。其中，一个个真切真情的工作生活片断，记录着一个月来武汉科协人历经的“战疫”洗礼。朴实无华、情感真挚的文字，反映了科协人在灾难面前义无反顾冲上疫情防控第一线，顽强拼搏、日夜奋战，关键时刻站得出来、顶得上去，对党、对人民高度负责的精神风貌。 （十七）深夜值守的我们 时间：2020年2月14日 天气：小雨 记录人：舒正斐    武汉市新洲区科协办公室主任 自1月底以来，我们新洲区科协参与防疫斗争已经近半个多月。6名在职在编工作人员，克服各自身体不适，全员上阵，投入到村、社区一线开展疫情防控工作。根据组织安排，先后开展对精准扶贫村广湾村、连玉村、管寨村和邾城街章林社区开展疫情防控工作，坚持深入村湾和社区背街小巷，以网络、小话筒等工具，采取不接触、不见面、扫一扫、只阅读等形式，向广大居民传递新型冠状肺炎疫情科普知识和排查问询居民身体健康；同时按上级要求，参加小区封闭管理日夜值守。 今夜，就由我和同事赵文芳深夜值守章林路社区路口。夜已深，天气果然如预报的那样，温度骤降，电闪雷鸣。但我们丝毫不能放松警惕，越是不好的天气，我们越应该坚守，越要积极应对各种突发状况。偶尔有强烈的困意席卷而来，我们相互鼓劲，再坚持一会就天亮了。终于天空泛白，这一夜平安度过了。 （十八）可敬的社区干部 时间：2020年2月15日 天气：雪 记录人：王华    武汉市洪山区科协党组书记、主席 气温骤降，风雪交加，早上去社区的路上，想着今天的工作安排，劲头满满，雪落在脸上，并不感觉冷。 “你叫什么名字，住在哪一栋，需要我们为你买什么”，刚到社区就听到汪娟的声音。她刚给新冠肺炎的密切接触者送菜回来，又打电话给下一户居民，一只手握着手机，一只手拍打着防护服上的雪花，干劲十足。汪娟是下沉社区丽华苑社区的党委书记，自疫情开始以后，一直奋战在战疫一线，为了方便工作和家人健康，她在社区旁租房居住，全身心地为丽华苑社区的3075户居民服务。,http://www.cast.org.cn/art/2020/2/24/art_80_113553.html
16,科协人战“疫”时刻，39篇战“疫”日记（之二）,2月23日，中国科协网收到《武汉科协人的“战疫”日记》，共39篇。其中，一个个真切真情的工作生活片断，记录着一个月来武汉科协人历经的“战疫”洗礼。朴实无华、情感真挚的文字，反映了科协人在灾难面前义无反顾冲上疫情防控第一线，顽强拼搏、日夜奋战，关键时刻站得出来、顶得上去，对党、对人民高度负责的精神风貌。 （九）希望天天有这样的好消息 时间：2020年2月3日 天气：多云 记录人：杨艳    武汉市江汉区科协党组书记、主席 为了更多地筹集防疫物资，我最近同有关企业科协积极联系，好消息也随之而来。 2月3日，一辆印有“武汉加油  中国加油”的医疗车驶进了邮三社区，武汉存济口腔医院科协来给社区送防护物资啦。王林虎副院长亲自带队，带着满满的爱心，给社区送了医用口罩500个，消毒湿纸巾48瓶（110抽），一次性检查手套3000个，PE手套20000双。 社区书记杨璇说：这是我们收到的最多的物资了，还这么好，感谢存济口腔医院的“及时雨”！感谢科协对我们的支持！ 听到这些，我乐开了花，对企业科协的赞誉，就是对我们科协工作的肯定。我们的企业科协太给力了！ 我问王副院长，疫情开展以来，你们医院压力怎样？他说，我们医院虽不是定点医院，医生都主动请战，已有35名医护报名了，接下来将去商职医院参与防疫工作。我为我们企业科协的同志感到骄傲，在此深深祝福他们早日平安归来！ （十）用“贴心”鉴定“初心” 时间：2020年2月4日 天气：晴 记录人：王华    武汉市洪山区科协党组书记、主席 区科协5个人，分布在4个不同街道社区。我被安排在和平街“双进双防控前线工作队”任队长，全区九个街道前线工作队，就我一个女队长，每天早出晚归，加班加点。和平街与青山区城中村多，困难群众也多，人员素质参差不齐，封控期间，还有一些人大摇大摆上街，情形不容乐观。然而，经过我们十多天的努力，终于收到回报。我们“双进”干部努力做好社区的“登记员、勤务兵、守门人”，落实“四类人员”分类集中管理，协助转运患者，强化封闭管理，做通群众工作。,http://www.cast.org.cn/art/2020/2/24/art_80_113552.html
17,科协人战“疫”时刻，39篇战“疫”日记（之一）,2月23日，中国科协网收到《武汉科协人的“战疫”日记》，共39篇。其中，一个个真切真情的工作生活片断，记录着一个月来武汉科协人历经的“战疫”洗礼。朴实无华、情感真挚的文字，反映了科协人在灾难面前义无反顾冲上疫情防控第一线，顽强拼搏、日夜奋战，关键时刻站得出来、顶得上去，对党、对人民高度负责的精神风貌。 （一）疫情面前，科协必须发声 时间：2020年1月23日 天气：阴 记录人：郑华    武汉市科协党组成员、副主席 封城第一天。 凌晨，武汉市新型冠状病毒感染的肺炎疫情防控指挥部发布通告称，自2020年1月23日10时起，武汉全市城市公交、地铁、轮渡、长途客运暂停运营；无特殊原因，市民不要离开武汉，机场、火车站离汉通道暂时关闭。 天阴得很，压抑。很配合今天武汉的氛围。一直不停地刷手机，各种消息纷至沓来，难辨真假。信息量大得惊人，如潮水，一浪一浪的。不久就有辟谣。网上将封城誉为壮士断腕。那么，武汉就是那只腕么？断腕之后，生活呢？医疗呢？用什么保障这一千万人的生活？有谁来抚慰这一千万人惶恐无助的脆弱心理？我们能做些什么？ 昨天向全市发出了《市科协关于迅速开展预防新型冠状病毒感染的肺炎疫情科普宣传活动的通知》，要求各区科协、各学会各尽所能做好应急科普宣传，今天又签发了全市应急科普工作方案。还是希望能有组织地去做点实事，帮忙而不添乱。 昨天晚上，接到中国科普研究所王挺所长的电话，他说中国科协党组书记处对武汉的疫情十分关心，成立了应急科普领导小组，要求在抗击疫情中发挥科普的作用，他在领导小组统一指挥下担任与武汉市科协联系的联络员。他详细询问我们疫情状况，科协的现状，采取了什么行动，询问我们有什么需求。今天下午，他就发来一系列参考资料，包括国外对新型冠状病毒感染的相关报道，问我们能不能做这样的科普，把科普和信息发布结合起来，成为一种科普解读式的疫情发布。王所长的话给我很大启示，立即和科普部联系武汉科技报、武汉广电传媒，无需更多的语言，马上达成共识，不讲价钱，不计投入。当务之急要做的事就是收集整理资料，寻找相应的专家…… 疫情面前，科协必须做科普，必须有作为。 （二）交通停运，防疫的脚步不能停 时间：2020年1月27日 天气：阴 记录人：罗玉清    武汉市江岸区科协党组书记、主席 正月初三，正是过年的节奏。 爱睡懒觉的我一睁眼已是上午9点多钟，下意识地从床头柜上摸到手机。刷微信，不刷则已，一连串的提示音令我睡意全消。,http://www.cast.org.cn/art/2020/2/24/art_80_113551.html
18,科协人战“疫”时刻，简报中的感人故事,从新冠肺炎疫情开始至2月21日，中国麻风防治协会副会长潘春枝共报送给中国科协43期电子版的《协会抗击新冠肺炎简报》，同时发送给协会的理事、分会秘书长。简报的特点是迅速、及时把一线的情况反映给中国科协，并与各分会沟通。 在这一期期简报中，有很多是来自抗击疫情一线、基层医务工作者感人的故事。这些真实故事中，有大爱无言的天使、拯救生命的逆行勇士，也是“狠心妈妈” “不慈不孝的儿子”…… 故事一：战“疫”中的青春日记 “平时散着头发，我们是你的小姐姐，当我们穿上防护服、隔离衣时，我们就是冲在前线英勇无畏的战士。” 2月4日，中国麻风防治协会会员单位、海南省皮肤性病防治中心（省第五人民医院）的陈芬，这名95后护士踏上驰援武汉抗击新冠肺炎疫情的征途时在微博上留下这样的话。 微博成为陈芬记录战“疫”的日记，因为这次特殊的“出征”家人竟不知晓。怕家人担心，陈芬瞒着爸爸妈妈奔赴抗疫前线，临行前给家里打了电话，说“这段时间医院忙，要经常加班，暂时回不了家，让爸妈不要担心。” 2月5日，陈芬和同事们正要就寝时，突然接到消息，全体集合奔赴江汉方舱医院。 “疫情就是命令，防控就是责任。当看到新型冠状病毒无限蔓延，人民生命受到威胁时，我毅然主动请缨奔赴前线，我不怕N95刻在脸上的痕迹，也不怕防护装备带来的窒息感，作为一名特殊的‘逆行者’，就应该在国家与人民需要的时候挺身而出，这是我们的责任与义务”。 这是陈芬，一个年轻医务工作者留下的铿锵语录。就在此时，在抗击疫情的战场上，无数个像陈芬一样洋溢着芳华与梦想的女孩正用行动践行无悔的青春誓言。,http://www.cast.org.cn/art/2020/2/22/art_80_113424.html
19,中国科协联合国咨商专家积极行动 利用数字技术支撑防疫抗疫,新冠肺炎疫情发生以来，中国科协联合国咨商专家各尽所长，主动应对，充分利用数字技术，建立新冠肺炎知识与数据信息系统，积极为防疫抗疫贡献力量。北京时间1月31日凌晨，世界卫生组织宣布将新型冠状病毒疫情列为“国际关注的突发公共卫生事件”，中国科协联合国咨商专家迅速做出反应，在通信与信息技术专业委员会（以下简称通信专委会）专家刘闯教授建议下，在委员会主席龚克的统筹领导下，通信专委会联合生命科学与人类健康专业委员会（以下简称健康专委会），就运用大数据、人工智能等数字技术，服务疫情防控，发挥科学决策支撑作用，多次召开电话会议，共同推动建立新冠肺炎知识与数据信息系统。在各位专家共同努力下，于2月5日推出新冠肺炎知识与数据信息系统内测版，收录文献57篇。该系统以需求为导向，以实现服务国家、应对疫情为宗旨，从大数据入手，关注国外科技进展，特别是药物与疫苗研发、隔离方法及措施等信息。健康专委会及时向中国疾病预防控制中心相关部门汇报数据信息系统的建设工作，了解需求，并就数据呈现模式，数据实用性进行沟通。中国疾病预防控制中心专家对数据库的建设给予了高度评价。截至2020年２月15日24时，共收录文献381篇、科学数据28个，以及包含气温、降水、气压、风速及新型冠状病毒疫情等相关数据的2020年冬春季中国近地面基本气象要素日预测栅格数据集1份，其中来自世界卫生组织的学术论文53篇、科学数据17个。新冠肺炎知识与数据信息系统仍在建设中，将根据中央有关“要鼓励运用大数据、人工智能、云计算等数字技术，在疫情监测分析、病毒溯源、防控救治、资源调配等方面更好发挥支撑作用”的指导方针，不断完善，以提升数字技术为防疫抗疫工作提供支撑的水平及能力。,http://www.cast.org.cn/art/2020/2/21/art_80_113321.html
20,抗疫时刻 你我同行 培训和人才服务中心抗疫工作实录,"新冠肺炎疫情发生后，按照中国科协的部署和要求，中国科协培训和人才服务中心（以下简称“人才中心”）立即成立新型冠状病毒感染肺炎疫情防控工作小组,研究出台《人才中心关于新型冠状病毒感染肺炎疫情防控工作实施方案》、《人才中心关于做好节后疫情防控工作的通知》等文件，召开线上视频会议，讨论疫情防控和业务工作进展，根据疫情发展变化不断落实落细各项部署举措。结合当前新冠肺炎防控新形势和科协干部职工部分在线办公实际，人才中心积极策划开发中国科协党校“治理体系和治理能力现代化”线上课程，保障疫情防控期间教育培训工作有序开展。人才中心对中国科协党校线上课程的大纲和内容进行精细设计、筛选，为提高科协系统干部对“新冠”防控知识的掌握度，增进依法防控的自觉性，设计了“新冠肺炎防控与社会治理”学习模块，内容涵盖习近平总书记关于疫情防控最新指示以及如何抵抗传染病入侵等相关科普知识。同时联系中央党校、中国科学院等权威机构，汇聚整合“国家治理体系和治理能力现代化”和“突发事件社会治理能力”等课程资源，旨在帮助科协系统干部提升突发公共事件应急管理能力和参与社会治理能力。疫情发生以来，人才中心作为中国科协第九届常委会女科技工作者专门委员会（以下简称女专委会）办公室，积极策划开展宣传新时代科学家精神的工作，及时发现宣传在打赢“疫情”防控斗争中做出突出贡献的女科技工作者，展现新时代科技女性的风采。自2月3日起，人才中心联合《知识就是力量》杂志社、新华网等媒体，对奋战在全国各地防疫抗疫一线的李兰娟、乔杰、陈薇三位女院士，以及张继先、旷继飞等基层女医护工作者进行专题报道，编发《抗击疫情·大美中国女科学家/科技工作者》系列文章5篇，同步在新华网、微信公众号、新浪微博、今日头条、腾讯、搜狐、网易、一点资讯、知道日报、百家号等国内主流新闻媒体进行推广。截至2月14日，累计被转载转发43篇次，文章传播量778万，单篇文章浏览量均在百万左右，微博话题#大美中国女科学家#传播量436.8万，全媒体平台传播总计1214.8万。",http://www.cast.org.cn/art/2020/2/21/art_80_113306.html
21,?科协人战“疫”时刻，中国科学技术出版社：冲锋在科学战“疫”前线,岁末年初，新型冠状病毒肺炎疫情警报拉响，全国人民迅速投入到疫情防控的战斗中。与此同时，关于新冠肺炎的流言四起，真假难辨。不少民众因为对相关科学知识的不了解而放松警惕或过于恐慌。普及疫情防控科学知识、澄清谣言、纾解公众恐慌心理，迫在眉睫。正当此时，作为出版人，中国科学技术出版社有限公司（以下简称中国科技出版社）全体职工冲在了疫情科普前线。在中国科协党组书记处的统一领导部署下，在中国科协科普部、调宣部、学会部的直接指导下，他们在第一时间作出反应，利用各种平台和形式推出权威的科普内容，打响了一场科学防控保卫战。兵贵神速，让科学抢占高地中国科技出版社人的科学防疫号角，在春节期间就吹起了。面对突如其来的疫情，中国科技出版社党委统一部署，立即成立疫情应急工作小组，指导各项工作。生活健康编辑部、大众科普编辑部、医学编辑部、少儿科普编辑部等多个部门迅速召集业务骨干，策划《科学防护战“疫”必胜》科普折页和《科学防护“疫”问医答》科普挂图的编辑出版工作。周少敏、符晓静、赵晖、李洁、焦健姿、崔玲、薛红玉、马宇晨、胡萍、王晓平、齐放、黄维佳、肖静、刘茜、李睿等同志放弃春节假期，立刻投入到紧张有序的工作中。他们连夜赶出了设计文件，寻求印厂的支持，保质保量完成了任务。2月3日，北京市东城区和平里街道民旺社区成为第一批收到该折页和挂图的社区之一。与此同时，15万份折页、5万套挂图连夜印刷完毕，陆续通过各地方科协下发基层，在科学抗疫过程中发挥作用。为帮助小朋友们认识疫情，做好科学防护，由大众科普编辑部牵头，在最短时间内编辑出版了公益科普绘本电子书——《科学开开门：给小朋友们的新型冠状病毒感染防护绘本》。赵晖、郑洪炜、焦健姿、李洁、张敬一、黄维佳等多名同志日夜奋战，快速完成了稿件修改、专家审核、书号申领、排版设计等工作。科学大观园编辑部程建兰同志克服家庭困难，春节假期全时在岗，与团队一起出版了抗击疫情的专刊《举国抗疫》，每天还参与科界App内容编发并承担中国科技出版社抗疫防疫工作日报编写制作工作。,http://www.cast.org.cn/art/2020/2/14/art_80_112378.html
22,科协人战“疫”时刻，新冠战“疫”中的科普尖兵,新增确诊人数：259、444、769、1771、2102、2590、3235、3887…… 这不是一串冰冷的数字，这是一条条鲜活的生命。 武汉、湖北、中国。在960万平方公里的土地上，庚子年春节的喜庆被阴霾笼罩。 那不断攀升的新增确诊人数的红色曲线，像红色警报一次次在人们心中拉响；疫情迅速蔓延，全国各地、世界各地，都闪现疫魔的阴影。 武汉危急！湖北危急！ 一场没有硝烟的战争正在打响！ 值此万分危急时刻，在以习近平同志为核心的党中央坚强领导下，全国各族人民迅速行动起来，汇聚起众志成城、万众一心的强大力量，东西南北、各行各业都积极投身到这场没有硝烟的战“疫”中。 在这些抗“疫”军团中，有一支中国科协的科普尖兵。他们用科学为人民筑起防护墙，用知识斩断谣言的传播。 疫魔当前 科普亮剑 病毒是看不见的魔鬼，在肆虐的疫情面前，如何科学救治、如何科学防控、如何科学生活、如何判别谣言与真相…… 越是紧急时刻，科普越发重要。人民需要知识、社会需要科普。 自2019年12月下旬网上出现不明原因肺炎信息开始，中国科协第一时间做好科普引导，同时指导湖北省科协开展应急科普工作。截至1月22日春节放假前，科普中国、科学辟谣、中国数字科技馆等平台发布“预防新型冠状病毒感染”文章的总浏览量超过1.2亿。 为落实习近平总书记和党中央关于新冠肺炎疫情防控重要部署，在中国科协党组书记处领导下，中国科协办公厅1月22日印发《关于开展新型冠状病毒感染的肺炎疫情应急科普工作的通知》，成立中国科协应急科普领导小组，各部门、各单位迅速行动起来，充分发挥大联合大协作的协同优势、科协系统组织动员优势和科技工作者专业优势，积极主动配合有关部门和地方加强疫情防控开展应急科普。 截至2月13日，中国科协通过官网、今日科协、科普中国、科学辟谣、科界、数字科技馆、返朴、知识就是力量、科学大观园、绿平台等平台和各类新媒体，持续普及疫情防控知识、开展科学辟谣，共刊发相关内容报道16646篇，音视频619个，主持和维护微博话题40个，总浏览量超41.1亿。,http://www.cast.org.cn/art/2020/2/14/art_80_112379.html
23,科协人战“疫”时刻，这次一起做战士,“朋友昨天还劝我，不要在这个时候冒风险，可越是这种时期，越是要妥善处置野生动物。”一场突如其来的疫情，让坚守工作成了中国野生动物保护协会志愿者委员会委员、青岛市城阳区野生动植物保护协会会长徐立强的春节假期的唯一旋律。大年初二至今，徐立强一直冒着刺骨寒风，戴着防护装备，坚持进行栖息地巡护行动，并向周边居民介绍非法猎捕、饲养、食用野生动物的危害，发放野生动物保护的科普宣传手册。“我是一名共产党员，越是艰难时，越是不能退缩。”徐立强只是全国学会坚决贯彻党中央关于疫情防控各项决策部署，抗击新冠肺炎疫情的一个缩影，也是全国学会党组织战斗堡垒里的一名普通“战士”。战斗堡垒中共中央总书记习近平1月27日作出重要指示强调，各级党委要在这场严峻斗争的实践中考察识别干部，激励引导广大党员、干部在危难时刻挺身而出、英勇奋斗、扎实工作，经受住考验，紧紧依靠人民群众坚决打赢疫情防控阻击战。中国科协及全国学会向全国科技工作者发出倡议：战“疫”有我，为决胜攻坚提供科技志愿服务。中国科协党组在传达学习习近平总书记重要讲话精神、研究部署疫情防控工作时强调，要增强科协系统各级党组织政治功能，发挥基层科协、学会党组织在重大任务落实中的战斗堡垒作用，切实把政治优势组织优势有效转化为治理效能。全国学会党组织积极行动起来，充分发挥出战斗堡垒作用。中国声学学会在公众号上发布《中国声学学会党委关于抗击新冠肺炎疫情致广大声学科技工作者的倡议书》。中国粮油学会理事会党委发出《关于抗击疫情发挥党组织和党员示范引领作用的倡议书》，要求所属党组织和全体党员会员，从我做起，从身边做起，积极参与到新型冠状病毒感染的肺炎防控中，坚定信心、同舟共济、科学防治、携手抗击，打赢这场疫情防控阻击战。中国科学技术期刊编辑学会党委积极发挥学会资源优势，引导会员单位期刊投身疫情防控阻击战。《中国科学院院刊》、《医学新知》权威、客观地传播正能量，为疫情防控建言献策。,http://www.cast.org.cn/art/2020/2/14/art_80_111988.html
